instituicao;id_municipio;valor_total;valor_gasto_hospital;perc
Prefeitura Municipal de Rio Formoso - PE;2611903;75234390,51;8388365,87;1,11496428868990e+01
Prefeitura Municipal de Rio Fortuna - SC;4214904;25972509,68;440345,57;1,69542941912574e+00
Prefeitura Municipal de Rio Grande - RS;4315602;689493069,27;17406071,08;2,52447368302464e+00
Prefeitura Municipal de Rio Grande da Serra - SP;3544103;86527559,97;9568925,58;1,10588182346961e+01
Prefeitura Municipal de Rio Grande do Piauí - PI;2209005;20148673,44;979757,28;4,86263913561150e+00
Prefeitura Municipal de Rio Largo - AL;2707701;180396250,22;6490643,77;3,59799262018164e+00
Prefeitura Municipal de Rio Manso - MG;3155306;16996252,40;1435006,30;8,44307478041453e+00
Prefeitura Municipal de Rio Maria - PA;1506161;66239495,81;12886452,13;1,94543330567661e+01
Prefeitura Municipal de Rio Negrinho - SC;4215000;161550235,08;NA;NA
Prefeitura Municipal de Rio Negro - MS;5007307;28458293,48;73264,25;2,57444284392839e-01
Prefeitura Municipal de Rio Negro - PR;4122305;101347729,08;10616555,16;1,04753754784379e+01
Prefeitura Municipal de Rio Novo - MG;3155405;26025454,76;1687481,84;6,48396677622551e+00
Prefeitura Municipal de Rio Novo do Sul - ES;3204401;44233474,99;3938721,43;8,90439069254776e+00
Prefeitura Municipal de Rio Paranaíba - MG;3155504;63295452,86;6611256,88;1,04450739844189e+01
Prefeitura Municipal de Rio Pardo - RS;4315701;104109413,08;7005,12;6,72861347764693e-03
Prefeitura Municipal de Rio Pardo de Minas - MG;3155603;64944737,82;7119188,60;1,09619175301492e+01
Prefeitura Municipal de Rio Piracicaba - MG;3155702;60902727,50;6133649,40;1,00712228364485e+01
Prefeitura Municipal de Rio Pomba - MG;3155801;42332211,66;3426279,01;8,09378691932960e+00
Prefeitura Municipal de Rio Preto - MG;3155900;19651520,48;1561758,90;7,94726749815340e+00
Prefeitura Municipal de Rio Preto da Eva - AM;1303569;104005699,55;6870772,83;6,60615029726993e+00
Prefeitura Municipal de Rio Quente - GO;5218789;33576985,29;625100,70;1,86169393887238e+00
Prefeitura Municipal de Rio Real - BA;2927002;109121092,24;12252785,20;1,12286130467347e+01
Prefeitura Municipal de Rio Rufino - SC;4215059;15156849,54;NA;NA
Prefeitura Municipal de Rio Sono - TO;1718758;20728127,78;714770,91;3,44831389301673e+00
Prefeitura Municipal de Rio Tinto - PB;2512903;63412063,95;1354860,77;2,13659781058112e+00
Prefeitura Municipal de Rio Verde - GO;5218805;1036146129,81;158181650,13;1,52663456996173e+01
Prefeitura Municipal de Rio Verde de Mato Grosso - MS;5007406;92391874,64;10722826,74;1,16058114220335e+01
Prefeitura Municipal de Rio Vermelho - MG;3156007;30271855,33;3926440,29;1,29705967711494e+01
Prefeitura Municipal de Rio da Conceição - TO;1718659;12929483,71;119780,00;9,26409767679734e-01
Prefeitura Municipal de Rio das Antas - SC;4214409;39415148,83;NA;NA
Prefeitura Municipal de Rio das Flores - RJ;3304508;102718764,79;2075914,74;2,02096933724236e+00
Prefeitura Municipal de Rio das Ostras - RJ;3304524;645428338,31;106254670,09;1,64626595677870e+01
Prefeitura Municipal de Rio das Pedras - SP;3544004;139010748,08;NA;NA
Prefeitura Municipal de Rio de Contas - BA;2926707;39580631,00;529569,93;1,33795221708315e+00
Prefeitura Municipal de Rio do Antônio - BA;2926806;35041073,39;NA;NA
Prefeitura Municipal de Rio do Campo - SC;4214508;30359027,47;1706075,29;5,61966384359940e+00
Prefeitura Municipal de Rio do Fogo - RN;2408953;40740711,49;2395778,40;5,88055120389357e+00
Prefeitura Municipal de Rio do Oeste - SC;4214607;29587713,08;NA;NA
Prefeitura Municipal de Rio do Pires - BA;2926905;31543580,57;286857,30;9,09399931194938e-01
Prefeitura Municipal de Rio do Prado - MG;3155108;18709959,57;946676,49;5,05974631563568e+00
Prefeitura Municipal de Rio do Sul - SC;4214805;361456502,90;68705259,34;1,90078913475816e+01
Prefeitura Municipal de Rio dos Bois - TO;1718709;17082949,35;67761,40;3,96661013339596e-01
Prefeitura Municipal de Rio dos Cedros - SC;4214706;49052917,10;101513,10;2,06946102294088e-01
Prefeitura Municipal de Rio dos Índios - RS;4315552;23286998,70;3065897,16;1,31657033158163e+01
Prefeitura Municipal de Riolândia - SP;3544202;51033363,73;868161,62;1,70116479993979e+00
Prefeitura Municipal de Riozinho - RS;4315750;23905743,42;270838,39;1,13294276292371e+00
Prefeitura Municipal de Riqueza - SC;4215075;23008791,23;NA;NA
Prefeitura Municipal de Ritápolis - MG;3156106;17221681,05;453688,67;2,63440409030221e+00
Prefeitura Municipal de Riversul - SP;3543501;24079298,45;2225144,52;9,24090261441982e+00
Prefeitura Municipal de Roca Sales - RS;4315800;50434283,12;NA;NA
Prefeitura Municipal de Rochedo - MS;5007505;37057618,94;1066055,60;2,87675147646710e+00
Prefeitura Municipal de Rochedo de Minas - MG;3156205;17303879,81;299645,22;1,73166494040737e+00
Prefeitura Municipal de Rodeio - SC;4215109;41986748,82;NA;NA
Prefeitura Municipal de Rodeio Bonito - RS;4315909;29162068,60;1433652,86;4,91615625648724e+00
Prefeitura Municipal de Rodeiro - MG;3156304;23935207,68;1344203,55;5,61600955367186e+00
Prefeitura Municipal de Rodelas - BA;2927101;39481055,17;45528,00;1,15316066918583e-01
Prefeitura Municipal de Rodolfo Fernandes - RN;2411007;19019211,56;2032953,85;1,06889491374899e+01
Prefeitura Municipal de Rodrigues Alves - AC;1200427;54997166,78;NA;NA
Prefeitura Municipal de Rolador - RS;4315958;17164889,18;NA;NA
Prefeitura Municipal de Rolante - RS;4316006;75623226,09;5135000,77;6,79024293923772e+00
Prefeitura Municipal de Rolim de Moura - RO;1100288;154171257,22;28617433,14;1,85621066183325e+01
Prefeitura Municipal de Rolândia - PR;4122404;225187649,25;20682894,58;9,18473755060969e+00
Prefeitura Municipal de Romaria - MG;3156403;20665236,04;675262,57;3,26762572995997e+00
Prefeitura Municipal de Romelândia - SC;4215208;20861955,40;NA;NA
Prefeitura Municipal de Roncador - PR;4122503;47088757,87;4976439,40;1,05682112357660e+01
Prefeitura Municipal de Ronda Alta - RS;4316105;37816596,41;653104,30;1,72703088590833e+00
Prefeitura Municipal de Rondinha - RS;4316204;26363622,37;NA;NA
Prefeitura Municipal de Rondolândia - MT;5107578;32626636,75;485313,73;1,48747703822093e+00
Prefeitura Municipal de Rondon - PR;4122602;31942999,02;2870510,02;8,98635102547112e+00
Prefeitura Municipal de Rondon do Pará - PA;1506187;103719746,96;10286141,76;9,91724532838178e+00
Prefeitura Municipal de Rondonópolis - MT;5107602;1184775323,68;238384056,73;2,01206129099281e+01
Prefeitura Municipal de Roque Gonzales - RS;4316303;34849825,40;873006,25;2,50505200522468e+00
Prefeitura Municipal de Rorainópolis - RR;1400472;29070174,59;NA;NA
Prefeitura Municipal de Rosana - SP;3544251;96716700,98;10878891,28;1,12482034330861e+01
Prefeitura Municipal de Roseira - SP;3544301;37439269,35;66261,98;1,76985238094664e-01
Prefeitura Municipal de Rosário - MA;2109601;100891572,51;1156974,49;1,14675037886373e+00
Prefeitura Municipal de Rosário Oeste - MT;5107701;68461013,48;6933977,14;1,01283588827175e+01
Prefeitura Municipal de Rosário da Limeira - MG;3156452;22225894,70;452000,49;2,03366611828679e+00
Prefeitura Municipal de Rosário do Catete - SE;2806107;64031595,17;596219,96;9,31134010353907e-01
Prefeitura Municipal de Rosário do Ivaí - PR;4122651;19343877,52;191415,27;9,89539298944031e-01
Prefeitura Municipal de Rosário do Sul - RS;4316402;126635861,67;3484686,43;2,75173744944440e+00
Prefeitura Municipal de Roteiro - AL;2707800;37804055,49;612714,02;1,62076267230662e+00
Prefeitura Municipal de Rubelita - MG;3156502;22605685,66;670707,22;2,96698463425418e+00
Prefeitura Municipal de Rubiataba - GO;5218904;64937093,02;6362243,13;9,79754841819065e+00
Prefeitura Municipal de Rubim - MG;3156601;34010064,28;2292840,09;6,74165173909515e+00
Prefeitura Municipal de Rubinéia - SP;3544509;23319381,76;28808,98;1,23540925297670e-01
Prefeitura Municipal de Rubiácea - SP;3544400;17115220,71;398280,55;2,32705471199267e+00
Prefeitura Municipal de Rurópolis - PA;1506195;95315708,73;11051973,85;1,15951231934988e+01
Prefeitura Municipal de Russas - CE;2311801;210665069,20;28286456,81;1,34272173917668e+01
Prefeitura Municipal de Ruy Barbosa - BA;2927200;77567747,63;2689142,43;3,46683062505215e+00
Prefeitura Municipal de Ruy Barbosa - RN;2411106;19163943,63;624112,56;3,25670212796384e+00
Prefeitura Municipal de Sabará - MG;3156700;322363359,77;16043588,76;4,97686485568546e+00
Prefeitura Municipal de Sabino - SP;3544608;28653532,94;126990,00;4,43191421685817e-01
Prefeitura Municipal de Sabinópolis - MG;3156809;44632267,31;2968000,15;6,64989777325296e+00
Prefeitura Municipal de Saboeiro - CE;2311900;45490382,04;5117470,28;1,12495654037378e+01
Prefeitura Municipal de Sabáudia - PR;4122701;29485940,24;1096716,51;3,71945578493786e+00
Prefeitura Municipal de Sacramento - MG;3156908;138678038,34;20248977,72;1,46014307401401e+01
Prefeitura Municipal de Sagrada Família - RS;4316428;17423903,61;670598,22;3,84872549234678e+00
Prefeitura Municipal de Sagres - SP;3544707;15439393,65;108775,08;7,04529481311593e-01
Prefeitura Municipal de Sairé - PE;2612000;30703135,66;4245032,95;1,38260567161888e+01
Prefeitura Municipal de Saldanha Marinho - RS;4316436;23759786,75;3536330,29;1,48836785751034e+01
Prefeitura Municipal de Sales - SP;3544806;32305414,07;274572,15;8,49926112709937e-01
Prefeitura Municipal de Sales Oliveira - SP;3544905;46643632,59;4866692,98;1,04337777950926e+01
Prefeitura Municipal de Salesópolis - SP;3545001;42883833,79;4956526,63;1,15580305955663e+01
Prefeitura Municipal de Salete - SC;4215307;38604780,09;131380,36;3,40321482712013e-01
Prefeitura Municipal de Salgadinho - PB;2513000;18562437,42;23603,00;1,27154637432308e-01
Prefeitura Municipal de Salgadinho - PE;2612109;31122228,13;576899,66;1,85365796301680e+00
Prefeitura Municipal de Salgado - SE;2806206;46767620,23;1153131,71;2,46566257664807e+00
Prefeitura Municipal de Salgado Filho - PR;4122800;20662929,96;202199,87;9,78563400212000e-01
Prefeitura Municipal de Salgado de São Félix - PB;2513109;31937062,39;127433,73;3,99015189449301e-01
Prefeitura Municipal de Salgueiro - PE;2612208;142561171,77;6404932,80;4,49276105160902e+00
Prefeitura Municipal de Salinas - MG;3157005;92817546,30;26067218,34;2,80843648416937e+01
Prefeitura Municipal de Salinas da Margarida - BA;2927309;54724531,54;458614,06;8,38041088875806e-01
Prefeitura Municipal de Salinópolis - PA;1506203;103713656,28;6239346,18;6,01593503092339e+00
Prefeitura Municipal de Salitre - CE;2311959;55918833,75;5117735,22;9,15207789003647e+00
Prefeitura Municipal de Salmourão - SP;3545100;19097267,44;9640,00;5,04784259333805e-02
Prefeitura Municipal de Saloá - PE;2612307;55788315,92;3773902,50;6,76468260022716e+00
Prefeitura Municipal de Saltinho - SC;4215356;17985912,06;1200852,19;6,67662660639074e+00
Prefeitura Municipal de Saltinho - SP;3545159;34004242,73;434185,95;1,27685816575160e+00
Prefeitura Municipal de Salto - SP;3545209;404493692,37;60933725,81;1,50641967870941e+01
Prefeitura Municipal de Salto Grande - SP;3545407;38734901,20;4712778,48;1,21667497114979e+01
Prefeitura Municipal de Salto Veloso - SC;4215406;29423500,03;29980,42;1,01892772679770e-01
Prefeitura Municipal de Salto da Divisa - MG;3157104;23535014,60;2746793,00;1,16710911239460e+01
Prefeitura Municipal de Salto de Pirapora - SP;3545308;135837042,41;28273568,63;2,08143287930705e+01
Prefeitura Municipal de Salto do Céu - MT;5107750;22968626,54;2017839,78;8,78520000525900e+00
Prefeitura Municipal de Salto do Itararé - PR;4122909;18445828,75;NA;NA
Prefeitura Municipal de Salto do Jacuí - RS;4316451;55652630,89;5162740,38;9,27672294631389e+00
Prefeitura Municipal de Salto do Lontra - PR;4123006;49228170,33;923121,46;1,87518945719874e+00
Prefeitura Municipal de Salvador - BA;2927408;7251403484,61;840683374,75;1,15933884596854e+01
Prefeitura Municipal de Salvador das Missões - RS;4316477;22496446,48;619262,28;2,75271154735723e+00
Prefeitura Municipal de Salvador do Sul - RS;4316501;35502042,51;63719,50;1,79481222755147e-01
Prefeitura Municipal de Salvaterra - PA;1506302;50912955,65;541971,70;1,06450645632474e+00
Prefeitura Municipal de Sambaíba - MA;2109700;28564781,30;753063,70;2,63633630550499e+00
Prefeitura Municipal de Sampaio - TO;1718808;17829216,83;NA;NA
Prefeitura Municipal de Sananduva - RS;4316600;68514795,57;2354075,01;3,43586372901733e+00
Prefeitura Municipal de Sanclerlândia - GO;5219001;33851893,92;3670262,03;1,08421172495509e+01
Prefeitura Municipal de Sandolândia - TO;1718840;19256580,29;NA;NA
Prefeitura Municipal de Sandovalina - SP;3545506;32995235,38;7819879,68;2,37000269582559e+01
Prefeitura Municipal de Sangão - SC;4215455;37345712,28;345745,47;9,25796962735021e-01
Prefeitura Municipal de Sanharó - PE;2612406;52845236,27;1866470,26;3,53195555880140e+00
Prefeitura Municipal de Sant'Ana do Livramento - RS;4317103;269956904,16;27474403,22;1,01773293428036e+01
Prefeitura Municipal de Santa Adélia - SP;3545605;53650784,11;3154245,49;5,87921601207703e+00
Prefeitura Municipal de Santa Albertina - SP;3545704;32938030,04;2976376,47;9,03629168588857e+00
Prefeitura Municipal de Santa Amélia - PR;4123105;14781427,82;NA;NA
Prefeitura Municipal de Santa Branca - SP;3546009;49590538,78;824475,37;1,66256586494784e+00
Prefeitura Municipal de Santa Brígida - BA;2927606;38864951,97;61012,88;1,56986891549734e-01
Prefeitura Municipal de Santa Bárbara - BA;2927507;48804070,97;6425373,30;1,31656502670642e+01
Prefeitura Municipal de Santa Bárbara - MG;3157203;117466883,11;18457510,85;1,57129485020180e+01
Prefeitura Municipal de Santa Bárbara d'Oeste - SP;3545803;625494748,65;192745835,91;3,08149407050981e+01
Prefeitura Municipal de Santa Bárbara de Goiás - GO;5219100;23789402,41;5699419,46;2,39578084466898e+01
Prefeitura Municipal de Santa Bárbara do Leste - MG;3157252;21261748,14;7880,86;3,70659079775930e-02
Prefeitura Municipal de Santa Bárbara do Monte Verde - MG;3157278;17700427,24;267522,52;1,51139018495239e+00
Prefeitura Municipal de Santa Bárbara do Pará - PA;1506351;52451818,84;416074,22;7,93250318486000e-01
Prefeitura Municipal de Santa Bárbara do Sul - RS;4316709;51245284,87;1953451,81;3,81196399816208e+00
Prefeitura Municipal de Santa Bárbara do Tugúrio - MG;3157302;15007448,63;227459,97;1,51564716700283e+00
Prefeitura Municipal de Santa Carmem - MT;5107248;36549620,79;3394114,70;9,28631987593325e+00
Prefeitura Municipal de Santa Cecília - PB;2513158;22908421,55;41422,10;1,80816037061270e-01
Prefeitura Municipal de Santa Cecília - SC;4215505;54933891,28;1198549,40;2,18180320394736e+00
Prefeitura Municipal de Santa Cecília do Pavão - PR;4123204;18921624,34;3919355,29;2,07136301808643e+01
Prefeitura Municipal de Santa Cecília do Sul - RS;4316733;19430426,10;117744,47;6,05979865773504e-01
Prefeitura Municipal de Santa Clara d'Oeste - SP;3546108;21112295,21;NA;NA
Prefeitura Municipal de Santa Clara do Sul - RS;4316758;30791304,98;1511904,31;4,91016639594208e+00
Prefeitura Municipal de Santa Cruz - PB;2513208;23624009,82;1250229,70;5,29219937481384e+00
Prefeitura Municipal de Santa Cruz - PE;2612455;52063143,61;2418921,12;4,64612958856251e+00
Prefeitura Municipal de Santa Cruz - RN;2411205;95323654,57;13884912,89;1,45660727682275e+01
Prefeitura Municipal de Santa Cruz Cabrália - BA;2927705;100841440,30;8428198,45;8,35787194721375e+00
Prefeitura Municipal de Santa Cruz da Baixa Verde - PE;2612471;40968755,75;2189556,94;5,34445554890937e+00
Prefeitura Municipal de Santa Cruz da Conceição - SP;3546207;24934700,53;26384,00;1,05812379692534e-01
Prefeitura Municipal de Santa Cruz da Esperança - SP;3546256;14876530,43;325000,00;2,18464917965418e+00
Prefeitura Municipal de Santa Cruz da Vitória - BA;2927804;23183817,41;472763,70;2,03919696070450e+00
Prefeitura Municipal de Santa Cruz das Palmeiras - SP;3546306;81601975,69;10046387,18;1,23114509116366e+01
Prefeitura Municipal de Santa Cruz de Goiás - GO;5219209;20913370,22;4228792,68;2,02205222568857e+01
Prefeitura Municipal de Santa Cruz de Minas - MG;3157336;20546104,92;897403,17;4,36775327242902e+00
Prefeitura Municipal de Santa Cruz de Monte Castelo - PR;4123303;32839304,61;3028805,51;9,22311098231261e+00
Prefeitura Municipal de Santa Cruz de Salinas - MG;3157377;19589622,14;1315775,33;6,71669581269422e+00
Prefeitura Municipal de Santa Cruz do Arari - PA;1506401;21545593,14;1128069,71;5,23573290681753e+00
Prefeitura Municipal de Santa Cruz do Capibaribe - PE;2612505;208017660,60;28917681,83;1,39015513137638e+01
Prefeitura Municipal de Santa Cruz do Escalvado - MG;3157401;19797176,28;624940,68;3,15671624660605e+00
Prefeitura Municipal de Santa Cruz do Piauí - PI;2209104;19596698,89;273692,50;1,39662553135244e+00
Prefeitura Municipal de Santa Cruz do Rio Pardo - SP;3546405;190605505,40;42932535,73;2,25242894426910e+01
Prefeitura Municipal de Santa Cruz do Sul - RS;4316808;507151040,29;119767989,78;2,36158422767927e+01
Prefeitura Municipal de Santa Cruz do Xingu - MT;5107743;23792589,27;4166385,11;1,75112723660278e+01
Prefeitura Municipal de Santa Cruz dos Milagres - PI;2209153;16379079,48;NA;NA
Prefeitura Municipal de Santa Efigênia de Minas - MG;3157500;17477996,34;787311,33;4,50458573559811e+00
Prefeitura Municipal de Santa Ernestina - SP;3546504;20634176,08;150939,36;7,31501754248867e-01
Prefeitura Municipal de Santa Filomena - PE;2612554;39200247,06;696684,38;1,77724487025210e+00
Prefeitura Municipal de Santa Filomena - PI;2209203;32067987,80;NA;NA
Prefeitura Municipal de Santa Filomena do Maranhão - MA;2109759;24085930,42;785104,71;3,25959884592243e+00
Prefeitura Municipal de Santa Fé - PR;4123402;29085646,11;16380,31;5,63175043045313e-02
Prefeitura Municipal de Santa Fé de Goiás - GO;5219258;30488969,65;7542202,51;2,47374791492831e+01
Prefeitura Municipal de Santa Fé de Minas - MG;3157609;19438061,61;1028485,88;5,29109280871345e+00
Prefeitura Municipal de Santa Fé do Araguaia - TO;1718865;23417215,81;NA;NA
Prefeitura Municipal de Santa Fé do Sul - SP;3546603;218464380,04;27907770,20;1,27745173812272e+01
Prefeitura Municipal de Santa Gertrudes - SP;3546702;110102360,51;22851622,02;2,07548883731012e+01
Prefeitura Municipal de Santa Helena - MA;2109809;125203031,31;2549586,17;2,03636137505911e+00
Prefeitura Municipal de Santa Helena - PB;2513307;21883388,44;361170,85;1,65043384844290e+00
Prefeitura Municipal de Santa Helena - PR;4123501;207160236,61;25192118,72;1,21606921927912e+01
Prefeitura Municipal de Santa Helena - SC;4215554;16067986,35;520850,89;3,24154426481698e+00
Prefeitura Municipal de Santa Helena de Goiás - GO;5219308;127239278,88;22954981,64;1,80407982834050e+01
Prefeitura Municipal de Santa Helena de Minas - MG;3157658;19084515,99;773691,96;4,05402977159810e+00
Prefeitura Municipal de Santa Inês - BA;2927903;31526297,72;4307926,86;1,36645504596218e+01
Prefeitura Municipal de Santa Inês - MA;2109908;219042204,34;20902528,46;9,54269453367755e+00
Prefeitura Municipal de Santa Inês - PB;2513356;18119115,18;324388,84;1,79031280930353e+00
Prefeitura Municipal de Santa Inês - PR;4123600;15043694,38;792945,48;5,27094914301230e+00
Prefeitura Municipal de Santa Isabel - GO;5219357;23709811,68;NA;NA
Prefeitura Municipal de Santa Isabel - SP;3546801;160014401,33;32700297,54;2,04358465664360e+01
Prefeitura Municipal de Santa Isabel do Ivaí - PR;4123709;34412478,28;3515516,62;1,02158193646959e+01
Prefeitura Municipal de Santa Isabel do Rio Negro - AM;1303601;59974056,83;3692389,14;6,15664394767607e+00
Prefeitura Municipal de Santa Izabel do Oeste - PR;4123808;55898222,62;8700498,50;1,55648929289695e+01
Prefeitura Municipal de Santa Izabel do Pará - PA;1506500;146619662,51;10479357,60;7,14730713507492e+00
Prefeitura Municipal de Santa Juliana - MG;3157708;76898961,82;7265655,29;9,44831388882332e+00
Prefeitura Municipal de Santa Leopoldina - ES;3204500;44687773,48;407122,33;9,11037400827785e-01
Prefeitura Municipal de Santa Luz - PI;2209302;19074714,33;NA;NA
Prefeitura Municipal de Santa Luzia - BA;2928059;36667078,72;NA;NA
Prefeitura Municipal de Santa Luzia - MA;2110005;188755865,04;11847598,80;6,27667850081868e+00
Prefeitura Municipal de Santa Luzia - MG;3157807;556902701,91;107845996,69;1,93653211449904e+01
Prefeitura Municipal de Santa Luzia - PB;2513406;60871513,15;3924992,09;6,44799494359210e+00
Prefeitura Municipal de Santa Luzia D'Oeste - RO;1100296;26369052,30;1262261,92;4,78690665724077e+00
Prefeitura Municipal de Santa Luzia do Itanhy - SE;2806305;48724352,36;23700,00;4,86409748966851e-02
Prefeitura Municipal de Santa Luzia do Norte - AL;2707909;39302678,17;171384,17;4,36062319363312e-01
Prefeitura Municipal de Santa Luzia do Paruá - MA;2110039;59068316,57;978177,37;1,65601023831582e+00
Prefeitura Municipal de Santa Luzia do Pará - PA;1506559;53308922,40;1360235,92;2,55161023476250e+00
Prefeitura Municipal de Santa Lúcia - PR;4123824;22409427,97;1240009,74;5,53342879461282e+00
Prefeitura Municipal de Santa Lúcia - SP;3546900;23203450,54;NA;NA
Prefeitura Municipal de Santa Margarida - MG;3157906;39778052,35;6926605,50;1,74131338534477e+01
Prefeitura Municipal de Santa Margarida do Sul - RS;4316972;22243434,22;NA;NA
Prefeitura Municipal de Santa Maria - RN;2409332;20304878,63;NA;NA
Prefeitura Municipal de Santa Maria - RS;4316907;811008336,71;28093280,53;3,46399405016789e+00
Prefeitura Municipal de Santa Maria Madalena - RJ;3304607;78440894,32;12211023,03;1,55671644693201e+01
Prefeitura Municipal de Santa Maria da Boa Vista - PE;2612604;112063528,21;11095482,30;9,90106458116129e+00
Prefeitura Municipal de Santa Maria da Serra - SP;3547007;25318802,79;8350211,04;3,29802759998511e+01
Prefeitura Municipal de Santa Maria da Vitória - BA;2928109;145015017,50;24243220,49;1,67177309687943e+01
Prefeitura Municipal de Santa Maria das Barreiras - PA;1506583;74182479,30;1651023,14;2,22562410366891e+00
Prefeitura Municipal de Santa Maria de Itabira - MG;3158003;35460447,45;4782180,03;1,34859551243480e+01
Prefeitura Municipal de Santa Maria de Jetibá - ES;3204559;171988076,92;13868925,91;8,06388800803390e+00
Prefeitura Municipal de Santa Maria do Cambucá - PE;2612703;41066977,66;5620241,02;1,36855481952698e+01
Prefeitura Municipal de Santa Maria do Herval - RS;4316956;27189113,60;197422,50;7,26108629006574e-01
Prefeitura Municipal de Santa Maria do Oeste - PR;4123857;31131048,25;1179479,79;3,78875706506285e+00
Prefeitura Municipal de Santa Maria do Pará - PA;1506609;56689495,52;2805358,82;4,94863959233906e+00
Prefeitura Municipal de Santa Maria do Salto - MG;3158102;17530761,00;523138,17;2,98411557832544e+00
Prefeitura Municipal de Santa Maria do Suaçuí - MG;3158201;32097895,70;2639397,49;8,22296113947433e+00
Prefeitura Municipal de Santa Maria do Tocantins - TO;1718881;14584583,40;NA;NA
Prefeitura Municipal de Santa Mariana - PR;4123907;44259714,14;5638230,57;1,27389674324724e+01
Prefeitura Municipal de Santa Mercedes - SP;3547106;16922676,88;875103,46;5,17118814124636e+00
Prefeitura Municipal de Santa Mônica - PR;4123956;21347227,50;1123461,09;5,26279625773417e+00
Prefeitura Municipal de Santa Quitéria - CE;2312205;110781670,41;9142900,72;8,25308075439048e+00
Prefeitura Municipal de Santa Quitéria do Maranhão - MA;2110104;75112615,29;4050708,72;5,39284739901645e+00
Prefeitura Municipal de Santa Rita - MA;2110203;98673076,04;5716228,25;5,79309825882266e+00
Prefeitura Municipal de Santa Rita - PB;2513703;283467231,10;24543474,63;8,65831106289026e+00
Prefeitura Municipal de Santa Rita d'Oeste - SP;3547403;19754505,06;NA;NA
Prefeitura Municipal de Santa Rita de Caldas - MG;3159209;23008799,88;NA;NA
Prefeitura Municipal de Santa Rita de Cássia - BA;2928406;75410179,56;2815772,58;3,73394228263259e+00
Prefeitura Municipal de Santa Rita de Ibitipoca - MG;3159407;18315043,14;1604662,81;8,76144706694914e+00
Prefeitura Municipal de Santa Rita de Jacutinga - MG;3159308;22308561,92;1144785,77;5,13159823616277e+00
Prefeitura Municipal de Santa Rita de Minas - MG;3159357;23118410,97;NA;NA
Prefeitura Municipal de Santa Rita do Araguaia - GO;5219407;21783524,68;125188,81;5,74694921226127e-01
Prefeitura Municipal de Santa Rita do Itueto - MG;3159506;21956077,11;NA;NA
Prefeitura Municipal de Santa Rita do Novo Destino - GO;5219456;18467607,30;153388,64;8,30582097118775e-01
Prefeitura Municipal de Santa Rita do Pardo - MS;5007554;44033405,94;3980001,18;9,03859489184906e+00
Prefeitura Municipal de Santa Rita do Passa Quatro - SP;3547502;95045257,69;NA;NA
Prefeitura Municipal de Santa Rita do Sapucaí - MG;3159605;111306960,34;11394252,73;1,02367836613226e+01
Prefeitura Municipal de Santa Rita do Tocantins - TO;1718899;18891343,96;NA;NA
Prefeitura Municipal de Santa Rita do Trivelato - MT;5107768;41103581,76;4912616,90;1,19517976041220e+01
Prefeitura Municipal de Santa Rosa - RS;4317202;327610953,44;89862641,19;2,74296815312244e+01
Prefeitura Municipal de Santa Rosa da Serra - MG;3159704;19030511,97;2400141,78;1,26120715185362e+01
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;18544842,28;1869509,58;1,00810217297788e+01
Prefeitura Municipal de Santa Rosa de Lima - SC;4215604;17003311,72;39871,32;2,34491495871958e-01
Prefeitura Municipal de Santa Rosa de Lima - SE;2806503;20878624,03;NA;NA
Prefeitura Municipal de Santa Rosa de Viterbo - SP;3547601;70384364,02;5588447,30;7,93989883663937e+00
Prefeitura Municipal de Santa Rosa do Piauí - PI;2209377;16414067,35;52459,72;3,19602197806262e-01
Prefeitura Municipal de Santa Rosa do Purus - AC;1200435;29730006,69;NA;NA
Prefeitura Municipal de Santa Rosa do Sul - SC;4215653;35830065,71;706894,51;1,97290877365795e+00
Prefeitura Municipal de Santa Rosa do Tocantins - TO;1718907;23905254,86;NA;NA
Prefeitura Municipal de Santa Salete - SP;3547650;15586732,25;40273,02;2,58380136092990e-01
Prefeitura Municipal de Santa Teresa - ES;3204609;87055691,42;19246862,05;2,21086774868556e+01
Prefeitura Municipal de Santa Teresinha - BA;2928505;35045178,60;3461977,50;9,87861280296058e+00
Prefeitura Municipal de Santa Teresinha - PB;2513802;21174440,33;336304,52;1,58825694922157e+00
Prefeitura Municipal de Santa Tereza - RS;4317251;12041775,81;NA;NA
Prefeitura Municipal de Santa Tereza de Goiás - GO;5219605;21686566,44;2092136,23;9,64715293123184e+00
Prefeitura Municipal de Santa Tereza do Oeste - PR;4124020;49050835,35;1105527,78;2,25384088183526e+00
Prefeitura Municipal de Santa Tereza do Tocantins - TO;1719004;13987298,64;1248071,57;8,92289213323038e+00
Prefeitura Municipal de Santa Terezinha - MT;5107776;33272612,70;4582249,43;1,37718353268963e+01
Prefeitura Municipal de Santa Terezinha - PE;2612802;38983277,44;745119,74;1,91138300556394e+00
Prefeitura Municipal de Santa Terezinha - SC;4215679;28782941,64;NA;NA
Prefeitura Municipal de Santa Terezinha de Goiás - GO;5219704;26291470,26;5316387,33;2,02209586509446e+01
Prefeitura Municipal de Santa Terezinha de Itaipu - PR;4124053;77770143,70;4901700,16;6,30280455557394e+00
Prefeitura Municipal de Santa Terezinha do Progresso - SC;4215687;16047871,66;727403,06;4,53270736089623e+00
