instituicao;id_municipio;valor_total;valor_gasto_hospital;perc
Prefeitura Municipal de Caiapônia - GO;5204409;56116657,69;NA;NA
Prefeitura Municipal de Caibaté - RS;4303301;24121579,47;NA;NA
Prefeitura Municipal de Caibi - SC;4203105;27307752,53;1743051,03;6,38298969527098e+00
Prefeitura Municipal de Caicó - RN;2402006;151625449,66;29496969,89;1,94538383603432e+01
Prefeitura Municipal de Caieiras - SP;3509007;302958637,27;32893644,98;1,08574706027229e+01
Prefeitura Municipal de Cairu - BA;2905404;102448209,08;67041,99;6,54398847984235e-02
Prefeitura Municipal de Caiuá - SP;3509106;32045620,17;NA;NA
Prefeitura Municipal de Caiçara - PB;2503605;21937496,18;11771,00;5,36569894003282e-02
Prefeitura Municipal de Caiçara - RS;4303400;23065206,12;NA;NA
Prefeitura Municipal de Caiçara do Norte - RN;2401859;21303442,92;5086061,43;2,38743636373683e+01
Prefeitura Municipal de Caiçara do Rio do Vento - RN;2401909;17154555,75;27332,00;1,59327938294176e-01
Prefeitura Municipal de Cajamar - SP;3509205;631561051,05;69628484,08;1,10248223769087e+01
Prefeitura Municipal de Cajapió - MA;2102408;25977122,05;2884293,08;1,11032048679157e+01
Prefeitura Municipal de Cajari - MA;2102507;54827580,34;2966411,30;5,41043628335323e+00
Prefeitura Municipal de Cajati - SP;3509254;105945170,86;19734476,18;1,86270653204929e+01
Prefeitura Municipal de Cajazeiras - PB;2503704;165793097,20;13822296,97;8,33707627364356e+00
Prefeitura Municipal de Cajazeiras do Piauí - PI;2202075;15485023,28;NA;NA
Prefeitura Municipal de Cajazeirinhas - PB;2503753;18235242,27;756134,11;4,14655368327059e+00
Prefeitura Municipal de Cajobi - SP;3509304;40156551,65;NA;NA
Prefeitura Municipal de Cajueiro - AL;2701308;77139468,72;5366303,10;6,95662439610331e+00
Prefeitura Municipal de Cajueiro da Praia - PI;2202083;28723506,25;74944,40;2,60916614245171e-01
Prefeitura Municipal de Cajuri - MG;3110202;20115032,00;576153,78;2,86429462304609e+00
Prefeitura Municipal de Cajuru - SP;3509403;72940799,65;17146152,20;2,35069430034690e+01
Prefeitura Municipal de Caldas - MG;3110301;42161072,29;2741234,64;6,50181433039639e+00
Prefeitura Municipal de Caldas Brandão - PB;2503803;26040738,35;437697,92;1,68081992959313e+00
Prefeitura Municipal de Caldas Novas - GO;5204508;322141499,87;34326287,96;1,06556553483026e+01
Prefeitura Municipal de Caldazinha - GO;5204557;17786696,07;NA;NA
Prefeitura Municipal de Caldeirão Grande - BA;2905503;52494343,20;533499,48;1,01629899047865e+00
Prefeitura Municipal de Caldeirão Grande do Piauí - PI;2202091;29170466,76;98124,38;3,36382618788099e-01
Prefeitura Municipal de Califórnia - PR;4103503;30212840,16;NA;NA
Prefeitura Municipal de Calmon - SC;4203154;21917957,29;NA;NA
Prefeitura Municipal de Calumbi - PE;2603405;28734361,13;276210,66;9,61255615708203e-01
Prefeitura Municipal de Calçado - PE;2603306;43075135,62;3823484,59;8,87631468819970e+00
Prefeitura Municipal de Camacan - BA;2905602;72341469,53;4446066,18;6,14594396393374e+00
Prefeitura Municipal de Camacho - MG;3110400;16473149,43;355724,27;2,15941870442925e+00
Prefeitura Municipal de Camalaú - PB;2503902;22139836,45;3006087,45;1,35777310586231e+01
Prefeitura Municipal de Camamu - BA;2905800;90447436,35;5351296,87;5,91647158388475e+00
Prefeitura Municipal de Camanducaia - MG;3110509;69011685,25;9428166,99;1,36616965023326e+01
Prefeitura Municipal de Camapuã - MS;5002605;63187356,11;5401075,04;8,54771487921969e+00
Prefeitura Municipal de Camaquã - RS;4303509;215992898,52;10325166,45;4,78032681664482e+00
Prefeitura Municipal de Camaragibe - PE;2603454;331008792,75;38945685,06;1,17657554460840e+01
Prefeitura Municipal de Camargo - RS;4303558;23814172,35;418050,50;1,75546936444340e+00
Prefeitura Municipal de Camaçari - BA;2905701;1578081511,42;98323017,89;6,23054114622548e+00
Prefeitura Municipal de Cambará - PR;4103602;80298623,22;2316074,80;2,88432691262275e+00
Prefeitura Municipal de Cambará do Sul - RS;4303608;33220533,94;NA;NA
Prefeitura Municipal de Cambira - PR;4103800;30183822,13;850927,93;2,81915234702584e+00
Prefeitura Municipal de Camboriú - SC;4203204;212747512,96;7519194,42;3,53432776505065e+00
Prefeitura Municipal de Cambuquira - MG;3110707;29076089,72;5780045,96;1,98790346833474e+01
Prefeitura Municipal de Cambuí - MG;3110608;76523080,83;8149033,85;1,06491188823193e+01
Prefeitura Municipal de Cambé - PR;4103701;308435700,43;29735930,70;9,64088484521869e+00
Prefeitura Municipal de Cametá - PA;1502103;274092838,05;24986242,96;9,11597805245900e+00
Prefeitura Municipal de Camocim - CE;2302602;161120279,16;21780477,80;1,35181480031889e+01
Prefeitura Municipal de Camocim de São Félix - PE;2603504;45494642,11;5551836,58;1,22032756441438e+01
Prefeitura Municipal de Campanha - MG;3110905;52279604,75;6661532,82;1,27421254461569e+01
Prefeitura Municipal de Campanário - MG;3110806;18812466,22;366085,98;1,94597548093298e+00
Prefeitura Municipal de Campestre - MG;3111002;57307750,98;8991089,16;1,56891328070750e+01
Prefeitura Municipal de Campestre da Serra - RS;4303673;20438048,27;1606443,67;7,86006397860416e+00
Prefeitura Municipal de Campestre de Goiás - GO;5204607;21401541,18;NA;NA
Prefeitura Municipal de Campestre do Maranhão - MA;2102556;48251280,43;1084298,40;2,24719093532250e+00
Prefeitura Municipal de Campina Grande - PB;2504009;1204023246,37;252821282,67;2,09980399823865e+01
Prefeitura Municipal de Campina Grande do Sul - PR;4104006;161103060,69;NA;NA
Prefeitura Municipal de Campina Verde - MG;3111101;56713127,07;9666330,03;1,70442550594486e+01
Prefeitura Municipal de Campina da Lagoa - PR;4103909;47018160,16;11787096,00;2,50692412461254e+01
Prefeitura Municipal de Campina das Missões - RS;4303707;27718443,23;2007471,93;7,24236896474507e+00
Prefeitura Municipal de Campina do Monte Alegre - SP;3509452;22860149,69;7921,00;3,46498168534084e-02
Prefeitura Municipal de Campina do Simão - PR;4103958;26825606,28;213444,58;7,95674766013154e-01
Prefeitura Municipal de Campinas - SP;3509502;6058749677,46;857405208,62;1,41515205985445e+01
Prefeitura Municipal de Campinas do Piauí - PI;2202109;18586470,15;NA;NA
Prefeitura Municipal de Campinas do Sul - RS;4303806;28449454,86;7442970,89;2,61620861511299e+01
Prefeitura Municipal de Campinaçu - GO;5204656;24562187,32;5870913,18;2,39022408856053e+01
Prefeitura Municipal de Campinorte - GO;5204706;37727936,03;5980836,22;1,58525401846638e+01
Prefeitura Municipal de Campinápolis - MT;5102603;68120569,93;11159513,76;1,63820029272618e+01
Prefeitura Municipal de Campo Alegre - AL;2701407;173296758,92;NA;NA
Prefeitura Municipal de Campo Alegre - SC;4203303;52429913,15;2731418,50;5,20965673199861e+00
Prefeitura Municipal de Campo Alegre de Goiás - GO;5204805;41533858,66;NA;NA
Prefeitura Municipal de Campo Alegre de Lourdes - BA;2905909;81894804,28;2072878,13;2,53114730320716e+00
Prefeitura Municipal de Campo Alegre do Fidalgo - PI;2202117;18610382,30;NA;NA
Prefeitura Municipal de Campo Azul - MG;3111150;15365417,82;514124,51;3,34598457407909e+00
Prefeitura Municipal de Campo Belo - MG;3111200;183678170,31;52042697,12;2,83336321524576e+01
Prefeitura Municipal de Campo Belo do Sul - SC;4203402;31252789,80;1991380,38;6,37184837815663e+00
Prefeitura Municipal de Campo Bom - RS;4303905;296609783,58;42062588,27;1,41811196388453e+01
Prefeitura Municipal de Campo Bonito - PR;4104055;21693867,14;NA;NA
Prefeitura Municipal de Campo Erê - SC;4203501;37813348,73;NA;NA
Prefeitura Municipal de Campo Florido - MG;3111408;42722596,32;6133222,83;1,43559225288207e+01
Prefeitura Municipal de Campo Formoso - BA;2906006;203561125,44;4504631,71;2,21291354145502e+00
Prefeitura Municipal de Campo Grande - AL;2701506;35593480,20;33149,15;9,31326462423306e-02
Prefeitura Municipal de Campo Grande - MS;5002704;4402295932,05;1075863734,51;2,44386963329157e+01
Prefeitura Municipal de Campo Grande do Piauí - PI;2202133;17101005,07;NA;NA
Prefeitura Municipal de Campo Largo - PR;4104204;361183753,17;14897791,16;4,12471242940653e+00
Prefeitura Municipal de Campo Largo do Piauí - PI;2202174;26112924,89;NA;NA
Prefeitura Municipal de Campo Limpo Paulista - SP;3509601;229178004,89;42364986,24;1,84856248575574e+01
Prefeitura Municipal de Campo Limpo de Goiás - GO;5204854;27738589,20;NA;NA
Prefeitura Municipal de Campo Magro - PR;4104253;83296134,61;163678,69;1,96502143546466e-01
Prefeitura Municipal de Campo Maior - PI;2202208;156936238,84;13239040,25;8,43593573278986e+00
Prefeitura Municipal de Campo Mourão - PR;4104303;340540057,30;55671222,32;1,63479218161276e+01
Prefeitura Municipal de Campo Novo - RS;4304002;22451843,33;1475329,50;6,57108406786660e+00
Prefeitura Municipal de Campo Novo de Rondônia - RO;1100700;45716366,72;6115239,13;1,33764766729039e+01
Prefeitura Municipal de Campo Novo do Parecis - MT;5102637;219989644,95;20720464,02;9,41883606599275e+00
Prefeitura Municipal de Campo Redondo - RN;2402105;37889422,25;59382,35;1,56725403750383e-01
Prefeitura Municipal de Campo Verde - MT;5102678;198277869,52;27102706,49;1,36690527064929e+01
Prefeitura Municipal de Campo do Brito - SE;2801009;46089224,16;490165,03;1,06351330258539e+00
Prefeitura Municipal de Campo do Meio - MG;3111309;37008755,95;8189312,20;2,21280396754325e+01
Prefeitura Municipal de Campo do Tenente - PR;4104105;27825312,51;306948,95;1,10312849097270e+00
Prefeitura Municipal de Campos Altos - MG;3111507;44984033,53;6863507,38;1,52576521965793e+01
Prefeitura Municipal de Campos Belos - GO;5204904;56779898,26;7675366,96;1,35177539854930e+01
Prefeitura Municipal de Campos Borges - RS;4304101;20755303,33;NA;NA
Prefeitura Municipal de Campos Gerais - MG;3111606;76238725,91;12060397,48;1,58192537139686e+01
Prefeitura Municipal de Campos Lindos - TO;1703842;34822096,10;221178,99;6,35168513017802e-01
Prefeitura Municipal de Campos Novos - SC;4203600;175265357,60;28923469,48;1,65026733611617e+01
Prefeitura Municipal de Campos Novos Paulista - SP;3509809;26977727,43;NA;NA
Prefeitura Municipal de Campos Sales - CE;2302701;72022888,63;6799848,22;9,44123229343461e+00
Prefeitura Municipal de Campos Verdes - GO;5204953;22009373,06;5076259,63;2,30640809993158e+01
Prefeitura Municipal de Campos de Júlio - MT;5102686;54383938,49;7219257,87;1,32746139217693e+01
Prefeitura Municipal de Campos do Jordão - SP;3509700;227797582,72;39464250,62;1,73242622457974e+01
Prefeitura Municipal de Campos dos Goytacazes - RJ;3301009;1837272389,50;232505314,02;1,26549179832433e+01
Prefeitura Municipal de Camutanga - PE;2603603;30126451,72;3720836,75;1,23507301310557e+01
Prefeitura Municipal de Cana Verde - MG;3111903;8825315,30;NA;NA
Prefeitura Municipal de Canabrava do Norte - MT;5102694;25798511,37;1052785,71;4,08080022486972e+00
Prefeitura Municipal de Cananéia - SP;3509908;55222587,46;7730617,94;1,39990143446277e+01
Prefeitura Municipal de Canapi - AL;2701605;58506162,69;1151235,69;1,96771696701409e+00
Prefeitura Municipal de Canarana - BA;2906204;88193566,92;762738,42;8,64845868737656e-01
Prefeitura Municipal de Canarana - MT;5102702;139091646,21;17200614,57;1,23663893833211e+01
Prefeitura Municipal de Canas - SP;3509957;21134611,31;NA;NA
Prefeitura Municipal de Canavieira - PI;2202251;16052193,32;914757,87;5,69864723009703e+00
Prefeitura Municipal de Canavieiras - BA;2906303;81967824,31;9408057,53;1,14777446018562e+01
Prefeitura Municipal de Canaã - MG;3111705;19972590,71;434830,06;2,17713398483796e+00
Prefeitura Municipal de Canaã dos Carajás - PA;1502152;690227932,38;71309211,09;1,03312554802174e+01
Prefeitura Municipal de Candeal - BA;2906402;22852590,61;2030575,01;8,88553531918367e+00
Prefeitura Municipal de Candeias - BA;2906501;335921254,20;41554884,41;1,23704242855854e+01
Prefeitura Municipal de Candeias - MG;3112000;47065061,34;3907216,69;8,30173504242160e+00
Prefeitura Municipal de Candeias do Jamari - RO;1100809;61631755,37;1514648,58;2,45757819310348e+00
Prefeitura Municipal de Candelária - RS;4304200;103840239,24;17209378,29;1,65729378282969e+01
Prefeitura Municipal de Candiba - BA;2906600;32983691,20;472054,86;1,43117656886140e+00
Prefeitura Municipal de Candiota - RS;4304358;72578064,88;2384000,46;3,28473963027492e+00
Prefeitura Municipal de Candói - PR;4104428;53415821,48;700000,00;1,31047315309397e+00
Prefeitura Municipal de Canela - RS;4304408;199569144,91;36405793,71;1,82421955690685e+01
Prefeitura Municipal de Canelinha - SC;4203709;39083725,79;3689196,38;9,43921365077206e+00
Prefeitura Municipal de Canguaretama - RN;2402204;86152923,41;3321783,83;3,85568324152124e+00
Prefeitura Municipal de Canguçu - RS;4304507;150757937,13;9784808,24;6,49041000843788e+00
Prefeitura Municipal de Canhoba - SE;2801108;19150483,42;NA;NA
Prefeitura Municipal de Canhotinho - PE;2603702;71933380,23;4280661,20;5,95086896558038e+00
Prefeitura Municipal de Canindé - CE;2302800;217963344,36;35282355,42;1,61872885202779e+01
Prefeitura Municipal de Canindé de São Francisco - SE;2801207;126054788,77;8245298,81;6,54104369255213e+00
Prefeitura Municipal de Canitar - SP;3510153;22365096,75;NA;NA
Prefeitura Municipal de Canoas - RS;4304606;1768946778,72;396710546,84;2,24263698383881e+01
Prefeitura Municipal de Canoinhas - SC;4203808;197880832,53;33622231,84;1,69911513965875e+01
Prefeitura Municipal de Cansanção - BA;2906808;103463786,88;7586523,38;7,33253982748481e+00
Prefeitura Municipal de Cantagalo - MG;3112059;16974024,04;55078,20;3,24485224424131e-01
Prefeitura Municipal de Cantagalo - PR;4104451;40004070,52;NA;NA
Prefeitura Municipal de Cantagalo - RJ;3301108;99476059,50;10466008,95;1,05211334290941e+01
Prefeitura Municipal de Cantanhede - MA;2102705;59366511,86;38563,92;6,49590464249317e-02
Prefeitura Municipal de Canto do Buriti - PI;2202307;58781924,54;NA;NA
Prefeitura Municipal de Cantá - RR;1400175;33513749,06;669954,87;1,99904483619715e+00
Prefeitura Municipal de Canudos - BA;2906824;49816309,56;1204751,46;2,41838761369701e+00
Prefeitura Municipal de Canudos do Vale - RS;4304614;14706334,19;NA;NA
Prefeitura Municipal de Canutama - AM;1300904;46073820,03;1118039,84;2,42662718062451e+00
Prefeitura Municipal de Canápolis - BA;2906105;29269137,22;477715,21;1,63214653855109e+00
Prefeitura Municipal de Canápolis - MG;3111804;37705881,07;5301947,36;1,40613273302302e+01
Prefeitura Municipal de Capanema - PA;1502202;151789963,88;20328553,32;1,33925542903950e+01
Prefeitura Municipal de Capanema - PR;4104501;70758156,29;4091944,24;5,78300008726810e+00
Prefeitura Municipal de Caparaó - MG;3112109;18359852,04;582564,99;3,17303749905383e+00
Prefeitura Municipal de Capela - AL;2701704;63967070,12;6369614,26;9,95764578251095e+00
Prefeitura Municipal de Capela - SE;2801306;104272011,39;625282,39;5,99664647938274e-01
Prefeitura Municipal de Capela Nova - MG;3112208;16498574,67;413551,60;2,50658986168046e+00
Prefeitura Municipal de Capela de Santana - RS;4304689;38916287,70;NA;NA
Prefeitura Municipal de Capela do Alto - SP;3510302;67624390,80;12116835,44;1,79178478307268e+01
Prefeitura Municipal de Capela do Alto Alegre - BA;2906857;35853516,25;2603139,78;7,26048670330905e+00
Prefeitura Municipal de Capelinha - MG;3112307;82190005,53;10773276,21;1,31077691752529e+01
Prefeitura Municipal de Capetinga - MG;3112406;20994712,41;3530656,73;1,68168854188177e+01
Prefeitura Municipal de Capim - PB;2504033;23165193,59;NA;NA
Prefeitura Municipal de Capim Branco - MG;3112505;23469590,00;303914,67;1,29492960891094e+00
Prefeitura Municipal de Capim Grosso - BA;2906873;73331108,04;13366410,89;1,82274770520432e+01
Prefeitura Municipal de Capinzal - SC;4203907;101552897,35;NA;NA
Prefeitura Municipal de Capinzal do Norte - MA;2102754;56805878,36;1714827,30;3,01874973067488e+00
Prefeitura Municipal de Capinópolis - MG;3112604;63074794,77;7111311,79;1,12744113015843e+01
Prefeitura Municipal de Capistrano - CE;2302909;57434290,07;6748192,02;1,17494131324256e+01
Prefeitura Municipal de Capitão - RS;4304697;23030115,29;1859297,91;8,07333305364447e+00
Prefeitura Municipal de Capitão Andrade - MG;3112653;19095012,83;252617,81;1,32295176886770e+00
Prefeitura Municipal de Capitão Enéas - MG;3112703;36141308,91;2249762,57;6,22490617482177e+00
Prefeitura Municipal de Capitão Gervásio Oliveira - PI;2202455;17514503,10;NA;NA
Prefeitura Municipal de Capitão Leônidas Marques - PR;4104600;58134087,33;2457708,59;4,22765489728726e+00
Prefeitura Municipal de Capitão Poço - PA;1502301;120791924,06;5280661,40;4,37170070854818e+00
Prefeitura Municipal de Capitão de Campos - PI;2202406;40063429,31;944200,62;2,35676435158366e+00
Prefeitura Municipal de Capitólio - MG;3112802;44346306,92;5266274,17;1,18753387503051e+01
Prefeitura Municipal de Capivari - SP;3510401;225481876,50;19104827,72;8,47288838311579e+00
Prefeitura Municipal de Capivari de Baixo - SC;4203956;86944246,45;6303704,71;7,25028390880947e+00
Prefeitura Municipal de Capivari do Sul - RS;4304671;24874733,27;3584189,38;1,44089560321947e+01
Prefeitura Municipal de Capixaba - AC;1200179;30231593,89;89757,48;2,96899595590592e-01
Prefeitura Municipal de Capoeiras - PE;2603801;62057481,84;1700932,55;2,74089843733176e+00
Prefeitura Municipal de Caputira - MG;3112901;25989575,75;567611,18;2,18399555829610e+00
Prefeitura Municipal de Capão Alto - SC;4203253;21186987,68;NA;NA
Prefeitura Municipal de Capão Bonito - SP;3510203;144561047,74;15142712,44;1,04749603553198e+01
Prefeitura Municipal de Capão Bonito do Sul - RS;4304622;21856958,72;NA;NA
Prefeitura Municipal de Capão da Canoa - RS;4304630;264313895,26;33981080,28;1,28563351716994e+01
Prefeitura Municipal de Capão do Cipó - RS;4304655;26870926,88;5000,00;1,86074712730564e-02
Prefeitura Municipal de Capão do Leão - RS;4304663;71809790,40;NA;NA
Prefeitura Municipal de Caracaraí - RR;1400209;54426289,67;569887,96;1,04708214257369e+00
Prefeitura Municipal de Caracol - MS;5002803;33539055,54;1463753,20;4,36432444632876e+00
Prefeitura Municipal de Caracol - PI;2202505;34470648,04;1177743,95;3,41665740845179e+00
Prefeitura Municipal de Caraguatatuba - SP;3510500;826016113,09;96765803,25;1,17147597627380e+01
Prefeitura Municipal de Carambeí - PR;4104659;88182138,71;NA;NA
Prefeitura Municipal de Caranaíba - MG;3113107;15234245,42;676917,11;4,44339113187268e+00
Prefeitura Municipal de Carandaí - MG;3113206;80940609,55;19423540,91;2,39972753083869e+01
Prefeitura Municipal de Carangola - MG;3113305;82884729,15;6309239,04;7,61206449571899e+00
Prefeitura Municipal de Carapebus - RJ;3300936;100998803,73;3654116,63;3,61798010971352e+00
Prefeitura Municipal de Carapicuíba - SP;3510609;615999001,51;85634740,57;1,39017661327508e+01
